date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:33	571/571	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Aug%202017%2005:55:28%20GMT	http://freetemplatesdownload.in/robots.txt		(from )
11:25:33	37358/37358	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Jun%202017%2005:16:55%20GMT	http://freetemplatesdownload.in/themes/mannat/	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/index.html	(from )
11:25:34	121200/121200	---M--	200	added ('OK')	text/css	etag:%2259421848-1d970%22	http://freetemplatesdownload.in/themes/mannat/css/bootstrap.min.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/bootstrap.min.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:35	31000/31000	---M--	200	added ('OK')	text/css	etag:%2259421849-7918%22	http://freetemplatesdownload.in/themes/mannat/css/font-awesome.min.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/font-awesome.min.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:36	9742/9742	---M--	200	added ('OK')	text/css	etag:%225942184a-260e%22	http://freetemplatesdownload.in/themes/mannat/css/pe-icon-7-stroke.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/pe-icon-7-stroke.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:37	1478/1478	---M--	200	added ('OK')	text/css	etag:%225942184a-5c6%22	http://freetemplatesdownload.in/themes/mannat/css/owl.carousel.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/owl.carousel.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:37	1662/1662	---M--	200	added ('OK')	text/css	etag:%225942184a-67e%22	http://freetemplatesdownload.in/themes/mannat/css/owl.theme.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/owl.theme.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:37	6951/6951	---M--	200	added ('OK')	text/css	etag:%2259421849-1b27%22	http://freetemplatesdownload.in/themes/mannat/css/magnific-popup.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/magnific-popup.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:37	334/334	---M--	200	added ('OK')	text/css	etag:%2259421849-14e%22	http://freetemplatesdownload.in/themes/mannat/css/jquery.circliful.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/jquery.circliful.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:38	54877/54877	---M--	200	added ('OK')	text/css	etag:%2259421848-d65d%22	http://freetemplatesdownload.in/themes/mannat/css/animate.min.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/animate.min.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:39	3981/3981	---M--	200	added ('OK')	text/css	etag:%2259421849-f8d%22	http://freetemplatesdownload.in/themes/mannat/css/effects.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/effects.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:39	11985/11985	---M--	200	added ('OK')	text/css	etag:%225942184b-2ed1%22	http://freetemplatesdownload.in/themes/mannat/css/YTPlayer.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/YTPlayer.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:40	21427/21427	---M--	200	added ('OK')	text/css	etag:%225942184a-53b3%22	http://freetemplatesdownload.in/themes/mannat/css/style.css	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/css/style.css	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:41	37358/37358	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Jun%202017%2005:16:55%20GMT	http://freetemplatesdownload.in/themes/mannat/index.html	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/index-2.html	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:45	28340/28340	---M--	200	added ('OK')	image/jpeg	etag:%2259428928-6eb4%22	http://freetemplatesdownload.in/themes/mannat/images/port/1.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/1.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:49	39208/39208	---M--	200	added ('OK')	image/jpeg	etag:%225942892a-9928%22	http://freetemplatesdownload.in/themes/mannat/images/port/3.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/3.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:52	37806/37806	---M--	200	added ('OK')	image/jpeg	etag:%225942892e-93ae%22	http://freetemplatesdownload.in/themes/mannat/images/port/4.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/4.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:53	100671/100671	---M--	200	added ('OK')	image/jpeg	etag:%2259421854-1893f%22	http://freetemplatesdownload.in/themes/mannat/images/about-me.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/about-me.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:55	85464/85464	---M--	200	added ('OK')	image/jpeg	etag:%2259428928-14dd8%22	http://freetemplatesdownload.in/themes/mannat/images/port/2.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/2.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:55	40168/40168	---M--	200	added ('OK')	image/jpeg	etag:%225942892e-9ce8%22	http://freetemplatesdownload.in/themes/mannat/images/port/5.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/5.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:57	9249/9249	---M--	200	added ('OK')	image/png	etag:%2259421887-2421%22	http://freetemplatesdownload.in/themes/mannat/images/rev/face-1.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/rev/face-1.png	(from http://freetemplatesdownload.in/themes/mannat/)
11:25:58	1593/1593	---M--	200	added ('OK')	image/png	etag:%2259421861-639%22	http://freetemplatesdownload.in/themes/mannat/images/logos/3.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/logos/3.png	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:00	9171/9171	---M--	200	added ('OK')	image/png	etag:%2259421887-23d3%22	http://freetemplatesdownload.in/themes/mannat/images/rev/face-2.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/rev/face-2.png	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:01	5928/5928	---M--	200	added ('OK')	image/png	etag:%2259421861-1728%22	http://freetemplatesdownload.in/themes/mannat/images/logos/1.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/logos/1.png	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:03	7813/7813	---M--	200	added ('OK')	image/png	etag:%2259421888-1e85%22	http://freetemplatesdownload.in/themes/mannat/images/rev/face-3.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/rev/face-3.png	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:04	3293/3293	---M--	200	added ('OK')	image/png	etag:%2259421861-cdd%22	http://freetemplatesdownload.in/themes/mannat/images/logos/2.png	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/logos/2.png	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:06	70697/70697	---M--	200	added ('OK')	image/jpeg	etag:%2259428935-11429%22	http://freetemplatesdownload.in/themes/mannat/images/port/8.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/8.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:08	102581/102581	---M--	200	added ('OK')	image/jpeg	etag:%225942893d-190b5%22	http://freetemplatesdownload.in/themes/mannat/images/port/6.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/6.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:18	161111/161111	---M--	200	added ('OK')	image/jpeg	etag:%2259428931-27557%22	http://freetemplatesdownload.in/themes/mannat/images/port/7.jpg	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/images/port/7.jpg	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:19	83517/83517	---M--	200	added ('OK')	application/x-javascript	etag:%2259421859-1463d%22	http://freetemplatesdownload.in/themes/mannat/js/jquery.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/jquery.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:21	37045/37045	---M--	200	added ('OK')	application/x-javascript	etag:%2259421855-90b5%22	http://freetemplatesdownload.in/themes/mannat/js/bootstrap.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/bootstrap.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:22	20088/20088	---M--	200	added ('OK')	application/x-javascript	etag:%2259421856-4e78%22	http://freetemplatesdownload.in/themes/mannat/js/gallery.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/gallery.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:23	23465/23465	---M--	200	added ('OK')	application/x-javascript	etag:%225942185a-5ba9%22	http://freetemplatesdownload.in/themes/mannat/js/mansory.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/mansory.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:24	14916/14916	---M--	200	added ('OK')	application/x-javascript	etag:%225942185b-3a44%22	http://freetemplatesdownload.in/themes/mannat/js/owl.carousel.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/owl.carousel.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:25	50986/50986	---M--	200	added ('OK')	application/x-javascript	etag:%225942185a-c72a%22	http://freetemplatesdownload.in/themes/mannat/js/jquery.mixitup.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/jquery.mixitup.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:26	12636/12636	---M--	200	added ('OK')	application/x-javascript	etag:%225942185a-315c%22	http://freetemplatesdownload.in/themes/mannat/js/jquery.stellar.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/jquery.stellar.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:27	20221/20221	---M--	200	added ('OK')	application/x-javascript	etag:%2259421857-4efd%22	http://freetemplatesdownload.in/themes/mannat/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/jquery.magnific-popup.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:28	44854/44854	---M--	200	added ('OK')	application/x-javascript	etag:%2259421858-af36%22	http://freetemplatesdownload.in/themes/mannat/js/jquery.mb.YTPlayer.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/jquery.mb.YTPlayer.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:29	8182/8182	---M--	200	added ('OK')	application/x-javascript	etag:%225942185b-1ff6%22	http://freetemplatesdownload.in/themes/mannat/js/wow.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/wow.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
11:26:30	2663/2663	---M--	200	added ('OK')	application/x-javascript	etag:%2259421857-a67%22	http://freetemplatesdownload.in/themes/mannat/js/jquery.circliful.min.js	C:/My%20Web%20Sites%202/sujal/freetemplatesdownload.in/themes/mannat/js/jquery.circliful.min.js	(from http://freetemplatesdownload.in/themes/mannat/)
